"meal_item_id","chart_id","chart_name","diet_type","health_condition","goal","day_number","meal_slot","time","dish_id","dish_or_item","quantity","serving_multiplier","calories_kcal","protein_g","carbohydrates_g","fat_g","fiber_g","food_link_status","notes","consultant_approval_required"
"MI000074","DC001","Weight management — Veg — Weight loss","Veg","Weight management","Weight loss","6","Dinner","8:00 PM","IND1419","Paneer Tikka","3/4 serving","0.75","167.3","16.6","7.7","9.4","1.7","linked_to_food_database","Consultant sets energy and portion level; no liquid calories; include protein and vegetables; cooking oil measured. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000075","DC001","Weight management — Veg — Weight loss","Veg","Weight management","Weight loss","6","Dinner","8:00 PM","IND0010","Phulka","1 piece","1","124","4.1","20.9","2.5","2.7","linked_to_food_database","Consultant sets energy and portion level; no liquid calories; include protein and vegetables; cooking oil measured. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000076","DC001","Weight management — Veg — Weight loss","Veg","Weight management","Weight loss","6","Bedtime","10:00 PM","IND0438","Turmeric Milk","1 small cup","0.7","147.7","5.8","9.9","6.9","0.6","linked_to_food_database","Consultant sets energy and portion level; no liquid calories; include protein and vegetables; cooking oil measured. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000077","DC001","Weight management — Veg — Weight loss","Veg","Weight management","Weight loss","7","Early Morning","6:30 AM","CLN0001","Plain Water","1 glass","1","0","0","0","0","0","linked_to_food_database","Consultant sets energy and portion level; no liquid calories; include protein and vegetables; cooking oil measured. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000078","DC001","Weight management — Veg — Weight loss","Veg","Weight management","Weight loss","7","Breakfast","8:00 AM","IND0283","Methi Paratha","2 small","2","252","8.4","47.4","4.4","7.2","linked_to_food_database","Consultant sets energy and portion level; no liquid calories; include protein and vegetables; cooking oil measured. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000079","DC001","Weight management — Veg — Weight loss","Veg","Weight management","Weight loss","7","Breakfast","8:00 AM","IND0041","Plain Curd","1/2 katori","0.5","89.5","4","7.8","5.8","0.4","linked_to_food_database","Consultant sets energy and portion level; no liquid calories; include protein and vegetables; cooking oil measured. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000080","DC001","Weight management — Veg — Weight loss","Veg","Weight management","Weight loss","7","Mid-Morning","11:00 AM","CLN0008","Watermelon","1 bowl","1","60","1.2","15.2","0.3","0.8","linked_to_food_database","Consultant sets energy and portion level; no liquid calories; include protein and vegetables; cooking oil measured. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000081","DC001","Weight management — Veg — Weight loss","Veg","Weight management","Weight loss","7","Lunch","1:30 PM","IND0249","Masala Khichdi","1 katori","0.8","253.6","5.4","46.6","5","2.5","linked_to_food_database","Consultant sets energy and portion level; no liquid calories; include protein and vegetables; cooking oil measured. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000082","DC001","Weight management — Veg — Weight loss","Veg","Weight management","Weight loss","7","Lunch","1:30 PM","IND0045","Raita Cucumber","1/2 katori","0.5","85.5","3.8","6.7","5.3","0.4","linked_to_food_database","Consultant sets energy and portion level; no liquid calories; include protein and vegetables; cooking oil measured. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000083","DC001","Weight management — Veg — Weight loss","Veg","Weight management","Weight loss","7","Lunch","1:30 PM","IND0201","Beetroot Sabzi","1 katori","0.8","170.4","5","18.2","7.8","5.4","linked_to_food_database","Consultant sets energy and portion level; no liquid calories; include protein and vegetables; cooking oil measured. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000084","DC001","Weight management — Veg — Weight loss","Veg","Weight management","Weight loss","7","Evening","5:00 PM","IND0369","Roasted Chana","30 g","0.3","71.7","2.4","10.9","2.9","1.2","linked_to_food_database","Consultant sets energy and portion level; no liquid calories; include protein and vegetables; cooking oil measured. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000085","DC001","Weight management — Veg — Weight loss","Veg","Weight management","Weight loss","7","Evening","5:00 PM","IND0432","Chaas","1 glass","1","179","7.3","13.2","8.8","0.6","linked_to_food_database","Consultant sets energy and portion level; no liquid calories; include protein and vegetables; cooking oil measured. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000086","DC001","Weight management — Veg — Weight loss","Veg","Weight management","Weight loss","7","Dinner","8:00 PM","IND0010","Phulka","2 pieces","2","248","8.2","41.8","5","5.4","linked_to_food_database","Consultant sets energy and portion level; no liquid calories; include protein and vegetables; cooking oil measured. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000087","DC001","Weight management — Veg — Weight loss","Veg","Weight management","Weight loss","7","Dinner","8:00 PM","IND0006","Mixed Dal","3/4 katori","0.75","150","11.8","24.1","2.7","7.1","linked_to_food_database","Consultant sets energy and portion level; no liquid calories; include protein and vegetables; cooking oil measured. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000088","DC001","Weight management — Veg — Weight loss","Veg","Weight management","Weight loss","7","Dinner","8:00 PM","IND0152","Vegetable Korma","3/4 katori","0.75","199.5","4.9","14","9.1","4.6","linked_to_food_database","Consultant sets energy and portion level; no liquid calories; include protein and vegetables; cooking oil measured. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000089","DC001","Weight management — Veg — Weight loss","Veg","Weight management","Weight loss","7","Bedtime","10:00 PM","CLN0001","Plain Water","as desired","1","0","0","0","0","0","linked_to_food_database","Consultant sets energy and portion level; no liquid calories; include protein and vegetables; cooking oil measured. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000090","DC002","Weight management — Non-Veg — Weight loss","Non-Veg","Weight management","Weight loss","1","Early Morning","6:30 AM","CLN0001","Plain Water","1 glass","1","0","0","0","0","0","linked_to_food_database","Consultant sets energy and portion level; no liquid calories; include protein and vegetables; cooking oil measured. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000091","DC002","Weight management — Non-Veg — Weight loss","Non-Veg","Weight management","Weight loss","1","Breakfast","8:00 AM","IND0051","Masala Omelette","1 serving","1","182","13.1","5.5","11.2","1","linked_to_food_database","Consultant sets energy and portion level; no liquid calories; include protein and vegetables; cooking oil measured. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000092","DC002","Weight management — Non-Veg — Weight loss","Non-Veg","Weight management","Weight loss","1","Breakfast","8:00 AM","IND0837","Vegetable Toastie","1/2 serving","0.5","218","8.8","26.4","8.2","3.5","linked_to_food_database","Consultant sets energy and portion level; no liquid calories; include protein and vegetables; cooking oil measured. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000093","DC002","Weight management — Non-Veg — Weight loss","Non-Veg","Weight management","Weight loss","1","Mid-Morning","11:00 AM","CLN0002","Apple Whole","1 small","1","78","0.4","20.7","0.3","3.6","linked_to_food_database","Consultant sets energy and portion level; no liquid calories; include protein and vegetables; cooking oil measured. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000094","DC002","Weight management — Non-Veg — Weight loss","Non-Veg","Weight management","Weight loss","1","Lunch","1:30 PM","IND0010","Phulka","2 pieces","2","248","8.2","41.8","5","5.4","linked_to_food_database","Consultant sets energy and portion level; no liquid calories; include protein and vegetables; cooking oil measured. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000095","DC002","Weight management — Non-Veg — Weight loss","Non-Veg","Weight management","Weight loss","1","Lunch","1:30 PM","IND0446","Chicken Curry","3/4 katori","0.75","226.5","25.8","8.5","10.4","2","linked_to_food_database","Consultant sets energy and portion level; no liquid calories; include protein and vegetables; cooking oil measured. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
